precision,recall
0.5493010837128947,1.0
0.5492940049317564,0.9999714073311603
0.5493285164533103,0.9999714073311603
0.5493630323117764,0.9999714073311603
0.5493975525079724,0.9999714073311603
0.549432077042716,0.9999714073311603
0.5494666059168251,0.9999714073311603
0.5495011391311179,0.9999714073311603
0.5495356766864129,0.9999714073311603
0.5495702185835285,0.9999714073311603
0.5496047648232835,0.9999714073311603
0.549639315406497,0.9999714073311603
0.5496738703339882,0.9999714073311603
0.5497084296065764,0.9999714073311603
0.5497429932250814,0.9999714073311603
0.5497775611903227,0.9999714073311603
0.5498121335031206,0.9999714073311603
0.5498467101642952,0.9999714073311603
0.5498812911746671,0.9999714073311603
0.5499158765350567,0.9999714073311603
0.549950466246285,0.9999714073311603
0.5499850603091729,0.9999714073311603
0.550019658724542,0.9999714073311603
0.5500542614932133,0.9999714073311603
0.5500888686160089,0.9999714073311603
0.5501234800937504,0.9999714073311603
0.5501164034480589,0.9999428146623206
0.5501510193808206,0.9999428146623206
0.5501856396702536,0.9999428146623206
0.5501785630004877,0.9999142219934809
0.550171486108052,0.9998856293246412
0.5502061109537745,0.9998856293246412
0.5502407401579759,0.9998856293246412
0.5502753737214792,0.9998856293246412
0.5503100116451075,0.9998856293246412
0.5503446539296843,0.9998856293246412
0.5503793005760332,0.9998856293246412
0.5504139515849781,0.9998856293246412
0.550448606957343,0.9998856293246412
0.5504832666939521,0.9998856293246412
0.5505179307956298,0.9998856293246412
0.550552599263201,0.9998856293246412
0.5505872720974904,0.9998856293246412
0.550621949299323,0.9998856293246412
0.5506566308695241,0.9998856293246412
0.5506913168089194,0.9998856293246412
0.5507260071183344,0.9998856293246412
0.5507607017985952,0.9998856293246412
0.5507954008505277,0.9998856293246412
0.5508301042749583,0.9998856293246412
0.5508648120727135,0.9998856293246412
0.5508995242446202,0.9998856293246412
0.5509342407915052,0.9998856293246412
0.5509689617141957,0.9998856293246412
0.5510036870135191,0.9998856293246412
0.5510384166903028,0.9998856293246412
0.5510731507453749,0.9998856293246412
0.5511078891795631,0.9998856293246412
0.5511426319936958,0.9998856293246412
0.5511773791886013,0.9998856293246412
0.5512121307651083,0.9998856293246412
0.5512468867240455,0.9998856293246412
0.551281647066242,0.9998856293246412
0.5513164117925272,0.9998856293246412
0.5513511809037304,0.9998856293246412
0.5513859544006812,0.9998856293246412
0.5514207322842095,0.9998856293246412
0.5514555145551455,0.9998856293246412
0.5514903012143195,0.9998856293246412
0.5515250922625619,0.9998856293246412
0.5515598877007034,0.9998856293246412
0.5515946875295751,0.9998856293246412
0.5516294917500079,0.9998856293246412
0.5516643003628332,0.9998856293246412
0.5516991133688827,0.9998856293246412
0.551733930768988,0.9998856293246412
0.5517687525639812,0.9998856293246412
0.5518035787546943,0.9998856293246412
0.5518384093419599,0.9998856293246412
0.5518732443266104,0.9998856293246412
0.5519080837094789,0.9998856293246412
0.5519429274913981,0.9998856293246412
0.5519777756732014,0.9998856293246412
0.5520126282557222,0.9998856293246412
0.5520474852397942,0.9998856293246412
0.5520823466262511,0.9998856293246412
0.5521172124159273,0.9998856293246412
0.5521520826096568,0.9998856293246412
0.5521869572082742,0.9998856293246412
0.5522218362126141,0.9998856293246412
0.5522567196235115,0.9998856293246412
0.5522916074418017,0.9998856293246412
0.5523264996683198,0.9998856293246412
0.5523613963039015,0.9998856293246412
0.5523962973493823,0.9998856293246412
0.5524312028055985,0.9998856293246412
0.5524661126733862,0.9998856293246412
0.5525010269535817,0.9998856293246412
0.5525359456470217,0.9998856293246412
0.552528875475991,0.9998570366558015
0.5525637986884728,0.9998570366558015
0.5525987263159559,0.9998570366558015
0.5526336583592775,0.9998570366558015
0.5526685948192752,0.9998570366558015
0.5527035356967868,0.9998570366558015
0.55273848099265,0.9998570366558015
0.552773430707703,0.9998570366558015
0.5528083848427842,0.9998570366558015
0.5528433433987321,0.9998570366558015
0.5528783063763854,0.9998570366558015
0.5529132737765832,0.9998570366558015
0.5529482456001644,0.9998570366558015
0.5529832218479688,0.9998570366558015
0.5530182025208357,0.9998570366558015
0.553053187619605,0.9998570366558015
0.5530881771451166,0.9998570366558015
0.5531231710982111,0.9998570366558015
0.5531581694797285,0.9998570366558015
0.5531931722905099,0.9998570366558015
0.5532281795313958,0.9998570366558015
0.5532631912032276,0.9998570366558015
0.5532982073068464,0.9998570366558015
0.5533332278430938,0.9998570366558015
0.5533682528128115,0.9998570366558015
0.5533611849601215,0.9998284439869617
0.5533962144711021,0.9998284439869617
0.5534312484173208,0.9998284439869617
0.5534662867996202,0.9998284439869617
0.5535013296188426,0.9998284439869617
0.553536376875831,0.9998284439869617
0.5535714285714286,0.9998284439869617
0.5536064847064783,0.9998284439869617
0.553641545281824,0.9998284439869617
0.553676610298309,0.9998284439869617
0.5537116797567773,0.9998284439869617
0.5537467536580731,0.9998284439869617
0.5537818320030407,0.9998284439869617
0.5538169147925246,0.9998284439869617
0.5538520020273695,0.9998284439869617
0.5538870937084205,0.9998284439869617
0.5539221898365226,0.9998284439869617
0.5539572904125214,0.9998284439869617
0.5539923954372623,0.9998284439869617
