False Positive Rate,True Positive Rate,Thresholds
0.0,0.0,1.999994
0.0,2.8592668839709498e-05,0.99999404
0.0,0.00011437067535883799,0.9999585
0.00013902405116085083,0.00011437067535883799,0.99995565
0.00013902405116085083,0.00017155601303825698,0.99995327
0.00027804810232170165,0.00017155601303825698,0.99994123
0.00027804810232170165,0.00114370675358838,0.999744
0.0004170721534825525,0.00114370675358838,0.9997274
0.0004170721534825525,0.0028306742151312406,0.9993687
0.0005560962046434033,0.0028306742151312406,0.9993672
0.0005560962046434033,0.0032023789100474637,0.9993205
0.0006951202558042541,0.0032023789100474637,0.99932015
0.0006951202558042541,0.0038028249556813633,0.99928063
0.0006951202558042541,0.0038600102933607824,0.9992804
0.0006951202558042541,0.005118087722308,0.9992254
0.0006951202558042541,0.005232458397666838,0.99922156
0.0006951202558042541,0.006033053125178704,0.999186
0.0006951202558042541,0.006090238462858123,0.9991856
0.0006951202558042541,0.006719277177331732,0.99915946
0.0006951202558042541,0.00683364785269057,0.9991561
0.0006951202558042541,0.00789157659975982,0.99911946
0.0006951202558042541,0.007948761937439241,0.999119
0.0006951202558042541,0.008206095956996626,0.9991091
0.0006951202558042541,0.008263281294676045,0.9991084
0.0006951202558042541,0.008349059301195174,0.99910694
0.000834144306965105,0.008349059301195174,0.9991067
0.000834144306965105,0.008406244638874592,0.9991054
0.000834144306965105,0.009035283353348201,0.9990878
0.000834144306965105,0.00914965402870704,0.9990871
0.000834144306965105,0.009235432035226167,0.9990859
0.000834144306965105,0.009292617372905586,0.99908435
0.000834144306965105,0.009607136730142391,0.99907684
0.000834144306965105,0.00966432206782181,0.9990766
0.000834144306965105,0.009721507405501229,0.99907386
0.000834144306965105,0.009835878080860068,0.9990716
0.000834144306965105,0.009921656087379197,0.9990706
0.000834144306965105,0.009978841425058615,0.99907
0.000834144306965105,0.010121804769257163,0.99906665
0.000834144306965105,0.010178990106936582,0.9990663
0.000834144306965105,0.010464916795333677,0.99905914
0.000834144306965105,0.010522102133013096,0.999059
0.000834144306965105,0.011294104191685252,0.9990453
0.000834144306965105,0.01135128952936467,0.99904484
0.000834144306965105,0.0114370675358838,0.99904186
0.000834144306965105,0.011494252873563218,0.99904007
0.000834144306965105,0.011665808886601476,0.99903274
0.000834144306965105,0.011722994224280895,0.9990325
0.000834144306965105,0.012352032938754504,0.99901557
0.000834144306965105,0.012409218276433922,0.999015
0.000834144306965105,0.012466403614113341,0.99901426
0.0009731683581259558,0.012466403614113341,0.99901295
0.0009731683581259558,0.013209813003945789,0.9989963
0.0009731683581259558,0.013266998341625208,0.99899536
0.0009731683581259558,0.013524332361182593,0.998987
0.0009731683581259558,0.013581517698862011,0.9989869
0.0009731683581259558,0.013610110367701721,0.9989857
0.0009731683581259558,0.01366729570538114,0.9989843
0.0009731683581259558,0.013838851718419398,0.99898
0.0009731683581259558,0.013896037056098817,0.998979
0.0009731683581259558,0.01432492708869446,0.9989693
0.0009731683581259558,0.014382112426373878,0.99896896
0.0009731683581259558,0.01481100245896952,0.9989642
0.0011121924092868066,0.01481100245896952,0.99896395
0.0011121924092868066,0.01489678046548865,0.9989629
0.0011121924092868066,0.014953965803168068,0.9989624
