False Positive Rate,True Positive Rate,Thresholds
0.0,0.0,2.0
0.010464355788096796,0.22182982010815583,1.0
0.013080444735120994,0.2708310341021962,0.9999999
0.013734466971877043,0.29014457565390134,0.99999976
0.017004578155657292,0.3043814148548725,0.99999964
0.01765860039241334,0.31376227789427213,0.9999995
0.01962066710268149,0.32292241474450945,0.9999994
0.01962066710268149,0.32910274804105505,0.9999993
0.020274689339437543,0.3349519920538572,0.99999917
0.02223675604970569,0.3409115991612405,0.99999905
0.02354480052321779,0.3452157598499062,0.9999989
0.02354480052321779,0.3480852003090167,0.9999988
0.02354480052321779,0.35238936099768237,0.9999987
0.02419882275997384,0.3550380752676305,0.99999857
0.02419882275997384,0.35768678953757865,0.99999845
0.02419882275997384,0.36000441452378323,0.99999833
0.02419882275997384,0.3622116764154067,0.9999982
0.02485284499672989,0.36441893830703015,0.9999981
0.02485284499672989,0.36817128352279,0.99999785
0.025506867233485938,0.3709303608873193,0.99999774
0.025506867233485938,0.372033991833131,0.9999976
0.026160889470241987,0.37335834896810505,0.9999975
0.026160889470241987,0.37733142037302725,0.99999726
0.026814911706998037,0.3783246882242578,0.99999714
0.026814911706998037,0.38009049773755654,0.999997
0.027468933943754086,0.3821873965345988,0.9999969
0.028122956180510136,0.3836221167641541,0.9999968
0.028122956180510136,0.38461538461538464,0.99999666
0.02877697841726619,0.386160467939521,0.99999654
0.02877697841726619,0.3869330096015892,0.9999964
0.02877697841726619,0.3883677298311445,0.9999963
0.02877697841726619,0.3896920869661185,0.9999962
0.029431000654022238,0.3910164441010926,0.99999607
0.029431000654022238,0.3923408012360667,0.99999595
0.029431000654022238,0.39333406908729723,0.9999958
0.029431000654022238,0.3942169738439466,0.9999957
0.030085022890778287,0.39598278335724535,0.9999956
0.030085022890778287,0.39664496192473236,0.99999547
0.031393067364290386,0.3984107714380311,0.99999523
0.032047089601046436,0.3988522238163558,0.9999951
0.032047089601046436,0.39951440238384284,0.999995
0.032047089601046436,0.4003973071404922,0.9999949
0.032047089601046436,0.4008387595188169,0.99999475
0.032047089601046436,0.4011698488025604,0.99999464
0.032047089601046436,0.40139057499172276,0.9999945
0.032047089601046436,0.4020527535592098,0.9999944
0.032047089601046436,0.40260456903211567,0.9999943
0.032047089601046436,0.4037081999779274,0.99999416
0.032047089601046436,0.4043703785454144,0.99999404
0.032701111837802485,0.40492219401832025,0.9999939
0.032701111837802485,0.4058050987749697,0.9999938
0.033355134074558535,0.4064672773424567,0.9999937
0.034009156311314584,0.4072398190045249,0.99999356
0.03466317854807063,0.4076812713828496,0.99999344
0.03466317854807063,0.4084538130449178,0.9999933
0.03466317854807063,0.40889526542324245,0.9999932
0.03466317854807063,0.409888533274473,0.9999931
0.03466317854807063,0.41066107493654125,0.99999297
0.03466317854807063,0.41132325350402826,0.99999285
0.03466317854807063,0.4123165213552588,0.9999927
0.03466317854807063,0.41275797373358347,0.9999926
0.03466317854807063,0.41342015230107054,0.9999924
0.03466317854807063,0.4143030570577199,0.99999213
0.03466317854807063,0.41496523562520693,0.999992
0.03466317854807063,0.41551705109811277,0.9999919
0.03531720078482668,0.4158481403818563,0.9999918
0.03597122302158273,0.41606886657101866,0.99999166
0.03662524525833878,0.4167310451385057,0.99999154
0.03662524525833878,0.41728286061141157,0.9999914
0.03662524525833878,0.4177243129897362,0.9999913
0.03727926749509483,0.4178346760843174,0.9999912
0.03727926749509483,0.41805540227347976,0.99999106
0.03727926749509483,0.4191590332192915,0.9999908
0.03727926749509483,0.4193797594084538,0.9999907
0.03727926749509483,0.4198212117867785,0.9999906
0.03727926749509483,0.42015230107052204,0.99999046
0.03727926749509483,0.4207041165434279,0.99999034
0.03727926749509483,0.4210352058271714,0.9999902
0.03727926749509483,0.42147665820549607,0.9999901
0.03727926749509483,0.42213883677298314,0.99999
0.03793328973185088,0.4225802891513078,0.99998987
0.03793328973185088,0.4230217415296325,0.99998975
0.03793328973185088,0.423352830813376,0.9999896
0.03793328973185088,0.4237942831917007,0.9999895
0.03793328973185088,0.42434609866460654,0.9999894
0.03793328973185088,0.4244564617591877,0.9999893
0.03793328973185088,0.4246771879483501,0.99998915
0.03793328973185088,0.4253393665158371,0.99998903
0.03793328973185088,0.42600154508332416,0.9999888
0.03858731196860693,0.42622227127248646,0.99998856
0.03924133420536298,0.42677408674539236,0.99998844
0.03924133420536298,0.42699481293455466,0.9999883
0.03989535644211903,0.427215539123717,0.9999882
0.03989535644211903,0.42765699150204173,0.9999881
0.03989535644211903,0.42831917006952874,0.99998784
0.040549378678875085,0.42876062244785346,0.9999877
0.040549378678875085,0.42898134863701576,0.9999876
0.041203400915631135,0.4292020748261781,0.9999875
0.041203400915631135,0.4293124379207593,0.99998736
0.041203400915631135,0.4299746164882463,0.9999869
0.041203400915631135,0.4308575212448957,0.99998677
0.041203400915631135,0.43096788433947686,0.99998665
0.041203400915631135,0.4312989736232204,0.9999865
0.041857423152387184,0.43163006290696393,0.9999864
0.041857423152387184,0.4319611521907074,0.9999863
0.041857423152387184,0.4324026045690321,0.99998605
0.04251144538914323,0.4324026045690321,0.99998593
0.04251144538914323,0.43306478313651914,0.9999858
0.04251144538914323,0.4332855093256815,0.9999857
0.04251144538914323,0.4333958724202627,0.9999856
0.04251144538914323,0.43372696170400615,0.99998546
0.04316546762589928,0.4340580509877497,0.99998534
0.04316546762589928,0.4344995033660744,0.9999852
0.04316546762589928,0.4346098664606556,0.9999851
0.04316546762589928,0.43494095574439906,0.999985
0.04316546762589928,0.4353824081227238,0.99998474
0.04316546762589928,0.43571349740646725,0.9999845
0.04316546762589928,0.43615494978479197,0.99998426
0.04316546762589928,0.43626531287937315,0.99998415
0.04316546762589928,0.4364860390685355,0.9999839
0.04316546762589928,0.436817128352279,0.99998367
0.04381948986265533,0.4371482176360225,0.99998355
0.04381948986265533,0.43747930691976605,0.99998343
0.04381948986265533,0.43770003310892835,0.9999833
0.04381948986265533,0.4380311223926719,0.9999832
0.04381948986265533,0.4384725747709966,0.9999831
0.04381948986265533,0.4386933009601589,0.99998295
0.04447351209941138,0.43891402714932126,0.99998283
0.04447351209941138,0.43902439024390244,0.9999827
0.04447351209941138,0.43946584262222715,0.99998236
0.04512753433616743,0.4395762057168083,0.99998224
0.04578155657292348,0.4395762057168083,0.9999821
0.04578155657292348,0.43968656881138946,0.999982
0.04578155657292348,0.4399072950005518,0.9999819
0.04578155657292348,0.44023838428429535,0.99998176
0.04578155657292348,0.4403487473788765,0.9999815
0.04578155657292348,0.4412316521355259,0.99998105
0.04578155657292348,0.4414523783246882,0.9999807
0.04578155657292348,0.4418938307030129,0.99998045
0.04578155657292348,0.4420041937975941,0.99998033
0.04578155657292348,0.44222491998675645,0.9999802
0.04578155657292348,0.44255600927049993,0.9999801
0.04643557880967953,0.4426663723650811,0.99998
0.04643557880967953,0.4427767354596623,0.99997985
0.04643557880967953,0.44299746164882464,0.99997973
0.04643557880967953,0.4431078247434058,0.9999796
0.04708960104643558,0.4431078247434058,0.9999795
0.04708960104643558,0.4433285509325681,0.9999794
0.04839764551994768,0.44443218187837985,0.99997914
0.04839764551994768,0.44487363425670456,0.99997866
0.04839764551994768,0.4453150866350292,0.99997854
0.04839764551994768,0.4458669021079351,0.9999784
0.04905166775670373,0.44608762829709747,0.9999783
0.04905166775670373,0.4463083544862598,0.9999778
0.04905166775670373,0.44652908067542213,0.9999777
0.04905166775670373,0.4466394437700033,0.9999776
0.04970568999345978,0.44697053305374684,0.99997747
0.04970568999345978,0.4474119854320715,0.99997723
0.04970568999345978,0.44774307471581504,0.9999769
0.04970568999345978,0.4480741639995586,0.99997675
0.04970568999345978,0.4482948901887209,0.99997663
0.04970568999345978,0.4486259794724644,0.9999765
0.04970568999345978,0.44884670566162677,0.99997616
0.050359712230215826,0.4490674318507891,0.99997604
0.050359712230215826,0.44917779494537025,0.9999759
0.050359712230215826,0.4493985211345326,0.9999758
0.051013734466971876,0.4493985211345326,0.9999757
0.051013734466971876,0.4495088842291138,0.99997556
0.051013734466971876,0.44972961041827614,0.9999753
0.051013734466971876,0.4501710627966008,0.9999752
0.051013734466971876,0.45039178898576315,0.9999751
0.051013734466971876,0.45050215208034433,0.99997485
0.051667756703727925,0.45050215208034433,0.9999747
0.051667756703727925,0.4506125151749255,0.9999746
0.051667756703727925,0.45083324136408787,0.9999745
0.051667756703727925,0.45116433064783135,0.999974
0.051667756703727925,0.45160578302615606,0.9999739
0.051667756703727925,0.4518265092153184,0.99997365
0.052321778940483975,0.4518265092153184,0.9999734
0.052321778940483975,0.4519368723098996,0.9999733
0.052321778940483975,0.4521575984990619,0.9999732
0.052321778940483975,0.4522679615936431,0.99997306
0.052975801177240024,0.45237832468822425,0.99997294
0.052975801177240024,0.4525990508773866,0.9999727
0.053629823413996074,0.4527094139719678,0.99997246
0.053629823413996074,0.45281977706654897,0.99997234
0.053629823413996074,0.4532612294448736,0.9999722
0.053629823413996074,0.45392340801236064,0.99997187
0.053629823413996074,0.45436486039068535,0.9999714
0.053629823413996074,0.4545855865798477,0.9999713
0.053629823413996074,0.4552477651473347,0.99997103
0.05428384565075212,0.4554684913364971,0.9999709
0.05428384565075212,0.45590994371482174,0.9999707
0.05428384565075212,0.4561306699039841,0.99997044
0.05493786788750817,0.45635139609314646,0.9999703
0.05493786788750817,0.45668248537689,0.9999696
0.05559189012426422,0.45668248537689,0.9999695
0.05559189012426422,0.4567928484714711,0.9999691
0.05624591236102027,0.4567928484714711,0.9999685
0.05624591236102027,0.4572343008497958,0.9999684
0.05624591236102027,0.4574550270389582,0.9999678
0.05689993459777633,0.4574550270389582,0.9999677
0.05755395683453238,0.45756539013353936,0.9999676
0.058207979071288427,0.45778611632270166,0.99996746
0.058207979071288427,0.458006842511864,0.999967
0.058207979071288427,0.45833793179560756,0.99996686
0.058207979071288427,0.4585586579847699,0.99996674
0.058207979071288427,0.45922083655225693,0.9999658
0.058207979071288427,0.4594415627414193,0.9999651
0.058862001308044476,0.4594415627414193,0.99996495
0.058862001308044476,0.4596622889305816,0.9999645
0.058862001308044476,0.45988301511974394,0.99996436
0.058862001308044476,0.4601037413089063,0.9999641
0.058862001308044476,0.46043483059264984,0.99996376
0.058862001308044476,0.46065555678181214,0.9999635
0.059516023544800525,0.4607659198763933,0.9999634
0.060170045781556575,0.4607659198763933,0.9999633
0.060824068018312624,0.46098664606555567,0.99996316
0.060824068018312624,0.46120737225471803,0.9999628
0.061478090255068674,0.4613177353492992,0.99996245
0.061478090255068674,0.4614280984438804,0.99996233
0.061478090255068674,0.46175918772762387,0.9999622
0.06213211249182472,0.46175918772762387,0.9999621
0.06213211249182472,0.46186955082220504,0.999962
0.06213211249182472,0.4622006401059486,0.99996185
0.06213211249182472,0.46264209248427324,0.9999609
0.06278613472858077,0.46264209248427324,0.9999608
0.06278613472858077,0.46308354486259795,0.99996054
0.06278613472858077,0.46319390795717913,0.9999604
0.06344015696533682,0.46319390795717913,0.99996006
0.06344015696533682,0.4634146341463415,0.9999597
0.06409417920209287,0.4635249972409226,0.9999596
0.06409417920209287,0.4640768127138285,0.99995863
0.06409417920209287,0.46440790199757204,0.9999584
0.06409417920209287,0.46462862818673434,0.99995816
0.06409417920209287,0.4648493543758967,0.99995804
0.06409417920209287,0.46518044365964023,0.99995756
0.06474820143884892,0.4652908067542214,0.99995744
0.06474820143884892,0.46573225913254607,0.9999573
0.06474820143884892,0.46584262222712725,0.9999571
0.06540222367560497,0.46584262222712725,0.99995697
0.06540222367560497,0.4660633484162896,0.9999567
0.06540222367560497,0.46661516388919544,0.999956
0.06540222367560497,0.4668358900783578,0.9999559
0.06540222367560497,0.46716697936210133,0.99995553
0.06540222367560497,0.46738770555126363,0.9999553
0.06605624591236102,0.46738770555126363,0.9999552
0.06605624591236102,0.4674980686458448,0.99995506
0.06605624591236102,0.46771879483500717,0.9999546
0.06605624591236102,0.4680498841187507,0.999954
0.06605624591236102,0.46827061030791306,0.99995387
0.06605624591236102,0.4683809734024942,0.99995375
0.06605624591236102,0.46860169959165654,0.9999536
0.06605624591236102,0.4687120626862377,0.9999534
0.06605624591236102,0.4689327888754001,0.99995315
0.06605624591236102,0.46904315196998125,0.9999528
0.06605624591236102,0.4694846043483059,0.99995255
0.06605624591236102,0.4699260567266306,0.9999515
0.06605624591236102,0.470146782915793,0.99995136
0.06671026814911707,0.4703675091049553,0.9999511
0.06671026814911707,0.47080896148328,0.9999509
0.06671026814911707,0.47114005076702353,0.9999502
0.06671026814911707,0.47136077695618583,0.99994993
0.06736429038587312,0.47136077695618583,0.9999498
0.06736429038587312,0.471471140050767,0.9999497
0.06736429038587312,0.4721333186182541,0.99994886
0.06736429038587312,0.4722436817128352,0.99994874
0.06736429038587312,0.47246440790199756,0.9999485
0.06736429038587312,0.47257477099657874,0.9999484
0.06736429038587312,0.47301622337490346,0.99994826
0.06736429038587312,0.4731265864694846,0.99994814
0.06736429038587312,0.4735680388478093,0.99994767
0.06736429038587312,0.4743405805098775,0.9999461
0.06736429038587312,0.47456130669903984,0.999946
0.06867233485938522,0.4747820328882022,0.99994564
0.06867233485938522,0.4751131221719457,0.99994516
0.06932635709614127,0.47533384836110804,0.9999449
0.06932635709614127,0.4755545745502704,0.9999443
